,Strain,Type,Rating,Effects,Flavor,Description
1859,Shurman-7,hybrid,4.7,"Relaxed,Sleepy,Euphoric","Earthy,Sweet,Pine","Shurman #7 by Solstice won Best CBD Flower at the 2017 Dope Cup in Seattle, WA. This phenomenal strain was a happy accident brought forth from the phenotypes created from Solstice’s highest THC strains, Blueberry Cheesecake and The White. Possessing a surprisingly robust terpene profile for a CBD-dominant strain, Shurman #7 expresses sweet and savory notes that coat the palate. Shurman #7 has a 2:1 CBD/THC ratio and was named after the cofounder's dog, friend, and companion, Shurman. "
1860,Sierra-Mist,hybrid,4.7,"Euphoric,Happy,Relaxed,Creative,Giggly","Citrus,Sweet,Diesel",
1862,Silver-Bubble,hybrid,4.5,"Happy,Relaxed,Uplifted,Euphoric,Creative","Sweet,Woody,Berry","Silver Bubble is a supreme hybrid; a compelling mix of Haze, Northern Lights, and Skunk bred by DNA Genetics. It is a strain with a heavy Haze influence and has become a mainstay at the Amsterdam coffee shops, specifically Grey Area. Silver Bubble is a timeless Dutch strain that provides well-rounded effects and an aroma spiced with sandalwood. "
1863,Silver-Calyx,hybrid,5.0,"Aroused,Energetic,Euphoric,Focused,Relaxed","Lemon,Tree,Fruit,Pine","Silver Calyx by Calyx Garden is a balanced hybrid created from potent and popular genetics. This strain is a cross of Platinum Calyx (a Platinum GSC mashup) and a rogue seed found in a GG#4 bag. The sticky, trichome laden exterior makes Silver Calyx an apt name for this pungent flower. It has a classic GG#4 aroma full of earth and skunk, but also has a distant, sweet berry undertone. Utilize Silver Calyx to help stave off headaches, minor physical discomfort, and insomnia. "
1864,Silver-Cindy,hybrid,5.0,"Aroused,Uplifted,Energetic,Euphoric,Happy",None,"Colorado Seed Inc. brings speedy effects and excessive trichome production to market with Silver Cindy, the hybrid cross of Silver Back and Rebel God Smoke. With stimulating effects and heady potency, this strain offers the consumer an aggressive sativa experience that lends itself to athletes, laborers, and outdoorsy types. As with Rebel God Smoke, this strain can be overstimulating for some, so mind your dosage. "
1867,Silver-Nina,hybrid,5.0,"Creative,Energetic,Focused,Happy,Aroused",None,"Silver Nina by Colorado Seed Inc. is the stabilized cross of Silver Back and Nina Limone. Like Gupta Kush, Nina Limone appears in many CO Seed Inc. crosses due to its excellent flavor, aroma, and effects. This sweet, citrusy strain offers consumers a palpable stimulation without being overwhelming. The bright, powdery nuggets will also make this strain a tabletop show piece."
1870,Silver-Train,sativa,4.7,"Focused,Euphoric,Energetic,Relaxed,Aroused","Pine,Lemon,Spicy/Herbal","Silver Train is a hybrid of two very well-known and popular strains, Super Silver Haze and Trainwreck, that produces very resinous flowers and a sweet-spicy aroma that is similar to that of Trainwreck. Typical of many sativa-dominant strains, expect a high that is uplifting and euphoric.  "
1871,Silverback-Gorilla,indica,4.5,"Relaxed,Sleepy,Euphoric,Happy,Tingly","Earthy,Pine,Sweet","For the first time, Dian Fossey isn’t the only person able to enjoy life with the gorillas. For those struggling with insomnia and stress, Silverback Gorilla is a must-try strain. While typically gentle and relaxed, this indica can pack a punch. Fast-acting and hard-hitting, the potency of Silverback Gorilla may come as a surprise. Known to be a cross between Grape Ape and Super Silver Haze, this strain is strictly for nighttime consumption. Featuring a musky, piney aroma similar to a morning walk in the forest, this strain provides a truly relaxing experience. While this Silverback isn’t endangered, it is slightly uncommon, making it potentially difficult to find but well worth the trek."
1872,Silverfalls-Kush,hybrid,4.8,"Relaxed,Euphoric,Giggly,Happy,Hungry","Sweet,Spicy/Herbal,Strawberry",Silverfalls Kush is a disease-resistant strain that is known to grow strong and tall in many different environments. Its 50/50 hybrid genetics make it versatile and well suited for mood enhancement and paint relief. This particular Kush is highly sought after as an outdoor strain due to its resilient genetics and strong effects that make it enjoyable both at home or outdoors. 
1873,Silverhawks-Og,sativa,5.0,"Euphoric,Relaxed,Uplifted,Creative,Happy","Lime,Citrus,Flowery","Silverhawks OG is a strong cross between Super Silver Haze and White Fire Alien OG, preferred by consumers for daytime use. This sativa-dominant strain is creative and energizing while remaining useful for relieving discomforts such as cramps, muscle spasms, and anxiety. Expect a funky, pungent citrus aroma with hints of fuel."
1874,Sin-City-Kush,indica,4.9,"Relaxed,Euphoric,Uplifted,Giggly,Happy","Grape,Pine,Nutty","Sin City Kush is an 80/20 indica-dominant cross of LVPK and Snowdawg bred by Alphakronik Genes Seeds. The buds of Sin City Kush are a mix of deep purple and green hues with a glossy coat of white trichomes and a compelling floral aroma. Don’t expect to accomplish much when trying Sin City Kush -- the indica influence weighs heavy on the body and mind, so this strain is best enjoyed after your daily tasks are complete."
1875,Sin-Valley-Og,hybrid,4.5,"Sleepy,Relaxed,Focused,Euphoric,Happy","Citrus,Earthy,Lemon","Sin Valley OG is a 60/40 indica-dominant cannabis strain bred by Sin City Seeds, who crossed SFV OG with a Blue Power indica. The resulting hybrid boasts high-yields and well-structured buds with an earthy and sour lemon aroma. Beginning with a crushing blast of cerebral euphoria, Sin Valley OG brings an edge to your appetite while coercing muscles into serene relaxation."
1876,Sinmint-Cookies,hybrid,4.6,"Relaxed,Happy,Sleepy,Euphoric,Uplifted","Minty,Menthol,Woody","SinMint Cookies is Sin City Seeds’ signature hybrid cross between Girl Scout Cookies and Blue Power. Leaning slightly to the indica side, SinMint Cookies provides powerfully euphoric effects that let your mind float blissfully away from the day’s stresses. Its aroma is a subtle mix of earthy sweetness with a trace of sharp mint. "
1877,Sinai,sativa,4.8,"Euphoric,Uplifted,Relaxed,Talkative,Happy","Menthol,Spicy/Herbal,Pepper","Sinai, also known as Red Sea, is an Egyptian landrace strain cultivated on the Sinai Peninsula by the indigenous Bedouin population. There are two known phenotypes of the variety: a shorter tree-like indica expression and a taller sativa-like vine that is easier to train. Both emit a pungent aroma, but the dense indica pheno adds a skunky note to the mix. Originally Sinai was fertilized using mud from the Nile River or fresh camel dung, and was grown to produce hash using the traditional methods that have been practiced in the Middle East for centuries. The resulting effects are euphoric, blissful, and offer an array of therapeutic benefits."
1878,Sirius-Black,indica,4.6,"Happy,Euphoric,Relaxed,Creative,Uplifted","Grape,Sweet,Pepper","Sirius Black by the Oregon Breeders Group is a deep purple indica strain with a rich terpene profile. Exhibiting a strong flavor and aroma of sweet grapes, Sirius Black’s palate is tart but smooth on the exhale. Anticipate pleasant, uplifting euphoria coupled with heady creativity. This strain is excellent in social settings and can be utilized throughout day despite its indica dominance."
1879,Six-Shooter,hybrid,4.6,"Creative,Euphoric,Happy,Uplifted,Focused","Sweet,Skunk,Citrus","Six Shooter by Royal Dutch Genetics is a six-way cross that comes out as a sativa-dominant hybrid with effects as diverse as its lineage. By crossing Haze, Super Skunk, Northern Lights, Brazilian, Royal Dutch, and Trainwreck, this strain achieves a symphony of effects that lean ever so gently toward the stimulating side, complementing the latent indica effect nestled deep between the calyxes of this flower. Its effects can inspire appetite, subdue anxiety and mild physical pain, and offer a pleasant euphoria that is quick to arrive and slow to fade"
1880,Skins-Skunk,hybrid,5.0,"Euphoric,Happy,Relaxed,Sleepy,Uplifted","Lemon,Sweet,Strawberry","This 60% indica-dominant hybrid from Loud Seeds is a result of years of work that started by pollinating an elite clone-only Afgoo found in Sonoma with a male Michigan Skunk. Selected and bred to the f4 generation, Skins Skunk produces generous yields of hashy smelling flowers with THC levels ranging from 17% to 21% and CBD levels up to 2%."
1885,Skunkberry,hybrid,4.5,"Relaxed,Happy,Euphoric,Uplifted,Creative","Skunk,Berry,Blueberry","Skunkberry is the odoriferous hybrid cross of parent strains Skunk and Blueberry. While the genetic makeup of this strain might seem commonplace, the unique terpenes specific to each of these fine cannabis varieties (and their robust and varied lineages) contribute to the complexity of this strain's effects. While the onset of the buzz is uplifting and euphoric, the strain simultaneously melts physical pain away without being overwhelmingly sedative."
1888,Skydog,indica,4.5,"Focused,Happy,Relaxed,Uplifted,Euphoric","Pungent,Skunk,Spicy/Herbal","A Canadian F1 hybrid strain that crosses its lineage with some haze and strong some indicas. Skydog is notorious for being a pretty intense strain that takes consumers to new heights. With a generous dusting of crystals and big clusters of buds, this lemony tasting herb will have you happy to take a nice stroll anywhere you please."
1891,Skywalker-Og,hybrid,4.5,"Relaxed,Euphoric,Happy,Uplifted,Sleepy","Earthy,Pungent,Sweet","Skywalker OG is a potent indica-dominant hybrid strain that may just take you to a galaxy far, far away. No Sith genetics here—this plant is a cross between Skywalker and OG Kush and has the strong aroma characteristic to kush strains that includes a spicy herbal scent tinged with jet fuel. This strain makes relaxation your only mission, and some users report strong body effects that include mild tingling and numbness. If pain and physical limitations are the issue, Skywalker OG is here to rescue you. The galaxy also holds a sativa dominant variety of Skywalker that is also often referred to as Skywalker OG or Sativa OG."
1892,Slazerbeam,sativa,4.6,"Uplifted,Energetic,Happy,Talkative,Creative","Woody,Earthy,Sweet","A sativa-dominant hybrid of Super Lemon Haze and Gupta Kush, Slazerbeam is loaded with dense, zesty buds. This sweet combo, bred by Colorado Seed Inc., is lemony while exhibiting hints of OG Kush on the inhale. The flower also packs potency, with an average THC content above 20%. Count on latent Haze and Kush effects that ground this 70% sativa with functionally heavy body effects.  "
1895,Slimer-Og,hybrid,4.6,"Relaxed,Happy,Uplifted,Talkative,Euphoric","Earthy,Pungent,Sweet",The Slimer OG indica-dominant hybrid offers a double dose of ocean grown genetics through the heavy but functional Ghost OG and the complex aroma and subdued stimulation of White Fire Alien OG. Slimer OG will ignite your appetite and compel a sense of physical wellness. Expect a delicious earthy aroma with an air of OG Kush on the finish.
1896,Smelliot,hybrid,5.0,"Uplifted,Happy,Creative,Euphoric,Focused","Citrus,Ammonia,Sweet","Smelliot, named after its flavorful and pungent buds, is a hybrid strain that crosses Abusive OG with NYC Diesel. Smelliot amplifies the signature OG aromas of diesel, lemon, and pine in its flavorful delivery of relaxation and mental invigoration. This hybrid brings with it a jarring cerebral onset that awakens creativity and happiness, but those new to cannabis should be wary of Smelliot’s intensity. After some time, its effects spread throughout the body, providing relief to tension, mood disorders, depression, and stress. Growers cultivating Smelliot plants indoors should allow a flowering time of 60 to 70 days."
1898,Snoop-Dogg-Og,indica,4.6,"Euphoric,Relaxed,Happy,Sleepy,Hungry","Ammonia,Lemon,Earthy","Named after the rap artist and cannabis enthusiast, Snoop Dogg OG is a 70% indica-dominant hybrid strain that is said to contain genetics from Lemon OG and Sour Diesel. The diesel aroma of Snoop Dogg OG dominates the less prominent lemon notes, making this strain remarkably similar to OG Kush in both aroma and bud structure. Snoop Dogg OG begins with a wave of racing creativity that later ebbs into balanced focus and appetite stimulation."
1899,Snoop-S-Dream,hybrid,4.6,"Relaxed,Happy,Euphoric,Uplifted,Giggly","Blueberry,Earthy,Sweet","Snoop Dogg is a hip-hop superstar who has quite a bit of fame in the cannabis community. Given his status, Snoop’s Dream is a strain that has a big name to live up to and this indica-dominant hybrid does not disappoint. Snoop’s Dream is a mix of Blue Dream and Master Kush, which are purportedly two of the rapper’s favorites. Looks-wise, these plants and flowers take after their Blue Dream parent with medium-sized dense buds covered in orange hairs. The taste is where the kush side of this strain shows itself. Sweet blueberry flavors are there with a pine aftertaste that takes over. This hybrid has a strong indica side for sure and may make doing any focused task difficult. Head effects can also be strong, making this a choice that beginners might want to work up to. Tests have shown samples of Snoop’s Dream have high THC levels ranging between 18 and 22%."
1900,Snow-Bud,hybrid,4.6,"Uplifted,Happy,Relaxed,Euphoric,Sleepy","Earthy,Chemical,Skunk","Named after its snow-like resin and white pistils, Snow Bud by Dutch Passion is a hybrid that crosses Afghani and an unknown South African strain. With sweet cinnamon and sour skunk flavors, Snow Bud provides an uplifting and euphoric high. These mold and mildew resistant plants do well indoors and flower in 7 to 8 weeks. "
1902,Snow-Leopard,indica,4.6,"Relaxed,Euphoric,Sleepy,Happy,Uplifted","Earthy,Tea,Woody","Snow Leopard, from the mysterious breeder Bodhi Seeds, is one of the more unique seed strains out there, crossing the dual multinational genetics of Tigermelon and Snow Lotus, both of which have strong Haze and Afghani influences as well as Thai and Mexican elements. The majority of observed phenotypes are indica-dominant plants that produce numerous sticky colas and a rich tropical smell with woody undertones. Known for its “creeper” effect, Snow Leopard will eventually leave the user in a tranquil cloud, lost in deep thought and glued to their seat."
1903,Snow-Lotus,hybrid,4.6,"Euphoric,Happy,Uplifted,Focused,Giggly","Chemical,Woody,Diesel","Snow Lotus is a mostly indica cannabis strain bred by Bodhi Seeds. Also known as Goohead, Snow Lotus is parented by an Afgooey female and a  Blockhead male. "
1908,Snowland,hybrid,4.5,"Relaxed,Sleepy,Talkative,Creative,Focused","Earthy,Lemon,Flowery","A limited edition release from DNA Genetics, SnowLAnd is a cross of Snowcap and LA Confidential created in an attempt to tame the huge size of Snowcap while still producing large yields of potent, highly-resinous flowers. Most phenotypes are compact indica-like plants with extremely dense buds and flavors ranging from fruit to diesel to sandalwood. Reports indicate that SnowLAnd is very strong with a long lasting, balanced high."
1910,Sojay-Haze,sativa,4.8,"Uplifted,Euphoric,Talkative,Relaxed,Hungry","Citrus,Spicy/Herbal,Sweet","Sojay Haze by Cresco Labs is a powerful sativa with uplifting attributes. Cresco Farms brought the famous BC Big Bud and the rare Grape FX together to create a sweet, satisfying flavor and deep physical effects. With pungent floral undertones and a bright citrus aroma, Sojay Haze offers uplifting physical energy and kind euphoria. Enjoy this strain to combat fatigue, appetite loss, and depression or as a helpful companion to physical activity. "
1912,Sonic-Screwdriver,sativa,4.5,"Happy,Euphoric,Giggly,Uplifted,Energetic","Earthy,Citrus,Woody","Sonic Screwdriver by TGA Subcool Genetics has been dubbed one of the best yielding plants of all time. With genetic parents Orange Cream Soda and Trainwreck, Sonic Screwdriver leans toward the sativa side, offering stimulating effects with bright, complex terpenes of ripening citrus and forest floor. Trainwreck gives this strain a strong, heady onset that hits right between the eyes, but afterwards settles into the body, exhibiting a comfortable energy throughout. This strain is ideal for overcoming lethargy, curbing minor physical pain, and stimulating the appetite. "
1913,Sonoma-Coma,sativa,4.5,"Euphoric,Uplifted,Happy,Focused,Talkative","Citrus,Tropical,Spicy/Herbal","Sonoma Coma sprouted in Sonoma County, California and presents itself with tight, electric green buds which produce a thick coat of trichomes that sparkle in the sunlight. Contrary to what the name implies, Sonoma Coma is actually an energetic, uplifting sativa. The genetics remain a closely guarded recipe but are impressive enough to claim the prize for 1st Place Sativa at the 2012 High Times Medical Cannabis Cup in Los Angeles. A complex mixture of sweet tropical fruits and spiced, woody undertones combine to give Sonoma Coma its distinct aroma. The flavor maintains the aroma’s complex characteristics but provides a smooth mellow finish. True to its sativa heritage, Sonoma Coma produces an energetic invasion of heady effects that produce bursts of creativity and euphoria. This strain is also known to induce a case of the munchies, so it makes a great remedy to a diminished appetite."
1914,Sorcerers-Apprentice,hybrid,5.0,"Tingly,Focused,Aroused,Uplifted,Energetic","Sweet,Tropical","Sorcerer’s Apprentice by Bodhi Seeds sprinkles a little magic in your bowl. Created through some mystical cannabis alchemy, this strain’s genetic parents are Cheech Wizard crossed with Appalachia. This hybrid pairing conjures sweet, creamy aromas with a subtle note of chemicals on the rim. It is known for its dreamy, contemplative mental state and functional relaxation. "
1915,Soul-Assassin-Og,hybrid,4.5,"Relaxed,Euphoric,Happy,Focused,Sleepy","Diesel,Lemon,Pungent","Soul Assassin OG is an OG Kush variety bred by the Soul Assassins Crew, a collective of musicians and artists affiliated with the hip hop group Cypress Hill. While the genetics remain unclassified, there have been rumblings through the underground that Lemon Thai is the mistress responsible for influencing OG Kush into its Soul Assassin OG offspring. It is an indica-dominant hybrid that produces smooth, expansive smoke with and aroma of pungent diesel and citrus fumes. Soul Assassin OG evokes sleepy, knockout indica effects that help silence any pain, stress, or tension from a long a day."
1919,Sour-Amnesia,sativa,4.6,"Happy,Uplifted,Euphoric,Relaxed,Energetic","Sweet,Diesel,Earthy","HortiLab Seeds has created a potent sativa blend by bringing together Sour Diesel and Amnesia, two legendary strains from opposite sides of the world. Sour Amnesia has an earthy, floral aroma that is enhanced by the citrus, diesel zest of Sour Diesel. After taking 2nd place in the Sativa Cup at the High Times Cannabis Cup in 2012, the strain has been celebrated for its soaring, uplifting effects and is appreciated by commercial breeders and connoisseur growers alike."
1922,Sour-Banana-Sherbet,hybrid,4.7,"Relaxed,Happy,Euphoric,Uplifted,Focused","Sweet,Diesel,Tree,Fruit","This powerful hybrid from Crockett Family Farms is the result of crossing AJ’s Sour Diesel with Banana Sherbet. A THC content between 18% and 24% means Sour Banana Sherbet is a heavy hitter, and it reportedly makes excellent concentrates. The terpene profile is a mix of sour fruit and diesel fuel flavors. While it is very easy to grow, it will stretch a great deal, so height management techniques must be employed when growing indoors."
1924,Sour-Bubba,indica,4.5,"Happy,Euphoric,Uplifted,Relaxed,Sleepy","Earthy,Diesel,Flowery","Sour Bubba blends two famous strains that are robust all on their own but, when unified, show unique flavors and effects that speak to their long, potent lineages. With forward-leaning mental stimulation brought on by Diesel and a high-end Kush oriented body aura brought on by Bubba, Sour Bubba relaxes while providing ample mental energy to enjoy stationary activities like board games, video games, and movies.  "
1925,Sour-Bubble,indica,4.6,"Relaxed,Happy,Uplifted,Creative,Giggly","Sweet,Pungent,Earthy","Sour Bubble is an indica bred by B.O.G. Seeds parented solely by BOG Bubble. These sticky buds offer a sweet, fruity aroma with diesel undertones, and deliver relaxing, uplifting effects. Sour Bubble is useful for treating pain, insomnia, muscle spasms, anxiety, and nausea. Indoor or outdoor grows are recommended for intermediate growers, who can expect moderate grows with a flowering time between 7 and 8 weeks."
1926,Sour-Candy,hybrid,4.5,"Happy,Creative,Focused,Uplifted,Energetic","Diesel,Earthy,Sweet","Sour Candy is a predominantly sativa mix of Sour Diesel and Bubble Gum. Both parent strains are admired for their exquisite flavors and the happy, uplifting effects they produce. Once combined, Sour Candy takes on a mouth-watering array of sweet, tropical fruit flavors with a pungent diesel finish. The potent effects are euphoric and talkative which makes Sour Candy a popular choice for daytime use."
1935,Sour-Dubble,hybrid,4.9,"Talkative,Happy,Relaxed,Creative,Uplifted","Diesel,Pungent,Flowery","Originally a mysterious clone-only strain of unknown heritage, Sour Dubble is thought to be a cross of East Coast Sour Diesel and Sour Bubble. B.O.G. Seeds recreated Sour Dubble using Rez Dog’s Sour Diesel IBL instead of the ECSD and the results are very similar, if more indica-like than the original sativa-dominant hybrid. Dense buds with copious amounts of trichomes produce a pungent, sweet n’ sour odor and a strong diesel flavor with a sweet fruity aftertaste. The high of Sour Dubble is a nice blend of head and body effects."
1938,Sour-Haze,sativa,4.5,"Uplifted,Euphoric,Happy,Creative,Relaxed","Citrus,Lemon,Pungent","What people usually notice first about this strain is it’s strong sour smell and equally citrusy taste—it might just be enough to make you pucker. A cross between Sour Diesel and an unknown Haze strain, Sour Haze is a natural favorite for fans of other Haze hybrids and a good choice for anyone looking for flavor. The crystal-coated flowers are potent, but this sativa heavy high keeps users feeling focused and alert."
1940,Sour-Jack,sativa,4.5,"Energetic,Creative,Happy,Uplifted,Euphoric","Citrus,Sweet,Tropical","Sour Jack, one-half Sour Diesel one-half and Jack Herer, takes its name from its parents. It has developed a solid reputation and is highlighted by an intense aroma and profound cerebral effects. After combining the two sativa-dominant strains, we are left with an amazing combination of tropical, sweet flavors that mix with pungent tones of citrus and diesel. The uplifting effects can provide a spark of energy and minimize body fatigue. Sour Jack is a great strain to fight off depression and to help you stay active."
1941,Sour-Jilly,hybrid,4.8,"Happy,Euphoric,Energetic,Uplifted,Talkative","Berry,Sweet,Citrus",Sour Jilly is a hybrid strain descended from Jilly Bean that won first place in the 2014 Denver Cannabis Cup.
1942,Sour-Joker,sativa,4.7,"Uplifted,Energetic,Creative,Happy,Focused","Earthy,Pungent,Tree,Fruit","Sour Joker is the stimulating sativa blend of Amnesia Haze and East Coast Sour Diesel (ECSD). This amped combination offers consumers a vigorous body buzz that is clear-headed and motivating, encouraging physical activity in or outside. Harness the mental clarity of this strain at lower doses and the fueled-up stimulation with continued use."
1945,Sour-Lemon-Og,hybrid,4.6,"Talkative,Energetic,Happy,Relaxed,Focused","Lemon,Citrus,Earthy","Bred by Emerald Triangle Seeds, Sour Lemon OG is a sativa-dominant hybrid cross between California Sour and Lemon OG. This 65% sativa strain is named after its aromatic sour smell with recognizable notes of lemon, lime, and apple. Sour Lemon OG elevates the mind and body simultaneously, making this a good go-to strain for social events or a busy day. During its vegetative cycle, Sour Lemon OG develops rapidly and robustly before its 74 day flowering period."
1946,Sour-Maui,sativa,4.7,"Uplifted,Energetic,Happy,Euphoric,Creative","Citrus,Nutty,Earthy",Sour Maui is a sativa cross between Maui Wowie and Sour Diesel.
1948,Sour-Patch-Kiss,hybrid,4.7,"Uplifted,Happy,Relaxed,Creative,Talkative","Citrus,Earthy,Flowery","Sour Patch Kiss by Elev8 Seeds was designed as a heavy-yielding trichome producer. This was achieved by crossing Kimbo Kush’s sweet, doughy aroma with Sour Kush’s pungent odor and generous production. Sour Patch Kiss stands as a 60/40 sativa-dominant hybrid but represents its Kush lineage in effects. Offering a heady rush at the onset due to its high-THC percentage, Sour Patch Kiss offers a melting euphoria that settles in the limbs as low-level sedation, curbing stress while honing focus. "
1949,Sour-Pebbles,sativa,4.6,"Happy,Uplifted,Focused,Energetic,Euphoric","Sweet,Citrus,Berry","Sour Pebbles, grown by Fire Bros. in Washington state, is a sativa cross between Alien Diesel and Fruity Pebbles. Its aroma balances sweet and sour, passing on flavors from both sides of its family. This sativa took 3rd place in the 2014 High Times Washington Cannabis Cup."
1950,Sour-Poison,sativa,4.6,"Uplifted,Happy,Talkative,Giggly,Relaxed","Citrus,Earthy,Pine","Sour Poison is a sativa-dominant hybrid of Sour Diesel and Durban Poison genetics. The sweet, earthy aroma invites you to get closer, while the interplay of pine, berry, and diesel flavors of Sour Poison bring an energetic and uplifting rush that motivates the mind. The euphoric effects of Sour Poison settle into relaxing laziness as the buzz tapers."
1951,Sour-Power,hybrid,4.7,"Happy,Euphoric,Energetic,Talkative,Hungry","Diesel,Skunk,Pungent","The three-time Cannabis Cup winning Sour Power is a sativa-dominant hybrid bred by HortiLab Seeds. A cross between StarBud and East Coast Sour Diesel, Sour Power buds are crowned with pale pointed leaves and a garland of orange hairs. Medical cannabis patients treating anxiety, PTSD, depression, nausea, Crohn’s disease, glaucoma, and inflammation have recommended Sour Power. However, the strain’s typically high THC content should be considered with caution by new consumers, as THC may aggravate anxiety symptoms in some individuals. Sour Power plants thrive indoors, with a flowering time of 9 to 11 weeks and heavy yields."
1952,Sour-Spyder,indica,5.0,"Aroused,Tingly,Energetic,Euphoric,Happy","Ammonia,Citrus,Coffee","Sour Spyder is a combination of two autoflowering strains built for their resilience in the garden and speed of production. The strain blends Black Creek Garden’s Spyder (which has a background in Sputnik #2 and Lowryder) and MDanzig’s Sour60, a snappy 60-day autoflower that is based in Master Kush, DJ Short’s Blueberry, Sour Bubble, and Diesel Ryder. Sour Spyder is a colorful, squat indica-dominant strain that produces small, tight nuggets bearing the smell of floral cotton candy and sour fuel. Its moderately sedating effects can be enjoyed by anyone looking to kick back and relax, but Sour Spyder may offer other benefits to patients including stress and nausea relief."
1953,Sour-Star-Head,sativa,5.0,"Uplifted,Happy,Talkative,Energetic,Euphoric","Citrus,Sweet,Spicy/Herbal","Sour Star Head, also known as Killer Love, is a flavorful new strain from Rebel Spirit Cannabis of Oregon. This strain is a cross of Ultra Love, Sour Tangie, and Star Killer, and it falls firmly into the sativa-dominant category. Sour Star Head is tart and fruity on the nose while the flavor demonstrates similar quality, but with a creamy finish. The plant grows bulbous, round buds and offers consumers a cerebral and inspiring energy that can promote productivity and combat fatigue.   "
1954,Sour-Strawberry-Diesel,hybrid,4.6,"Happy,Creative,Relaxed,Euphoric,Uplifted","Strawberry,Sweet,Diesel","Sour Strawberry Diesel by MTG Seeds is a hybrid cross between Sour Strawberry and Turbo Diesel. With a sweet and spicy aroma, Sour Strawberry Diesel delivers a warm, uplifting buzz that melts away stress and bad moods. Its flowers grow into chunky buds with red and purple hues following its 8 to 9 week flowering cycle."
1955,Sour-Sunset,hybrid,4.7,"Relaxed,Euphoric,Happy,Uplifted,Creative","Sweet,Diesel,Citrus","Sour Sunset is a new hybrid from DNA Genetics affiliated Crockett Family Farms that crosses the clone-only AJ’s Sour Diesel with a Secret Sherbet male to create a high-potency 60% indica that is loaded with delicious flavors and terpenes. Featuring high yields, THC levels well over 20%, and great bag appeal, Sour Sunset is sure to be a favorite with growers."
1956,Sour-Tangie,sativa,4.6,"Happy,Uplifted,Euphoric,Energetic,Focused","Citrus,Diesel,Orange","DNA Genetics’ Sour Tangie is an 80% sativa cross between East Coast Sour Diesel and Tangie. Sour Tangie brings together the classic Sour Diesel aroma with Tangie’s creative, elevating buzz and strong citrus overtones. This sativa has two different phenotypes that express either Sour Diesel or Tangie bud structures and effects. Sour Tangie grows quickly in its vegetative cycle and finishes flowering in 9 to 10 weeks indoors."
1958,Sour-Urkle,hybrid,4.6,"Relaxed,Happy,Uplifted,Focused,Hungry","Earthy,Diesel,Flowery","Sour Urkle is a hybrid cannabis strain that unites Sour Diesel and Purple Urkle, whose opposing sativa and indica genetics meet in a balanced and flavorful fusion. Hints of berry fight through the dominant skunky diesel smell of Sour Urkle, creating a complex aroma that will have you fighting your friends for the first taste. Its dense, rounded buds are caked in crystal-tipped trichomes that try their best to hide Sour Urkle’s deep purple coloration to no avail."
1959,Sour-Willie,sativa,4.5,"Tingly,Happy,Sleepy,Uplifted,Hungry","Pungent,Diesel,Sweet","Sour Willie is a sativa cross between Sour Diesel and Willie Nelson. These dense buds have a pungent diesel aroma with fruity and spicy undertones, and deliver racing heady effects with a physical buzz, making it a great daytime choice."
1960,Sourlope,sativa,4.6,"Happy,Focused,Relaxed,Uplifted,Creative","Sweet,Tropical,Pungent","Sourlope is a sativa-dominant cross known for its uplifting and energetic effects. Believed to be a hybrid of NYC Diesel and Cannalope Haze genetics, Sourlope creates a mix of tropical flavors that are sharpened by a strong diesel note. The elevated mood and creative head space attributed to this strain make it a great choice for daytime use and when combating stress and fatigue. "
1964,South-Central-La,indica,4.8,"Uplifted,Euphoric,Focused,Hungry,Relaxed","Sweet,Berry,Blueberry",South Central LA is a high-THC indica strain from Root Seller Seeds. This variety took first place in the indica category of the 2014 Denver Cannabis Cup.
1969,Space-Candy,hybrid,4.6,"Uplifted,Relaxed,Happy,Focused,Euphoric","Earthy,Sweet,Pungent","Space Candy originally comes from Heroes of the Farm, who bred this hybrid strain by crossing Cherry Space Queen and Cotton Candy. The genetic combination is as decadent as it sounds, as Space Candy inherits a unique flavor profile of candied apples and sweet cherry, counterbalanced by more tame earthy notes. Its effects may take some time to taper in, but once they do, expect to experience the mind-body balance of invigorating euphoria and deep physical relaxation."
1970,Space-Cream,hybrid,4.8,"Relaxed,Uplifted,Euphoric,Happy,Energetic","Sweet,Citrus,Pine","Space Cream by Hotsause Genetics is an indica-dominant hybrid with surprisingly uplifting effects. This strain keeps the consumer alert, but hazy mental effects may make it difficult to articulate that alertness. In a way, it gives your mind couchlock while allowing the body to roam unencumbered. It is ideal for social settings and for patients seeking relief from mild pain, depression, and mood swings. Expect an odor of citrus blossom, pine, and hops which blend into a creamy sweetness on the exhale.  "
1976,Special-K,hybrid,4.5,"Happy,Uplifted,Euphoric,Relaxed,Creative","Sweet,Citrus,Earthy","Special K is a hybrid cross between sativa Western Winds and indica Slyder. The plant is tall with substantial girth, despite its lanky indica influence, with elongated buds. The effects are long-lasting with a quick onset, beginning with a physical buzz and evolving into a heady lift that borders on psychedelic. Special K has been called adventureful, making it a wonderful daytime strain. Indoor or outdoor grows can expect to flower at around 10 weeks."
